BIC;Name
GENODE51SLS;(VEREINIGTE VOLKSBANK EG SAARLOUIS - LOSHEIM AM SEE - SULZBACH/SAAR)
GENODE51SLU;VR BANK FULDA EG
GENODE51SWB;RAIFFEISEN-VOLKSBANK EG
GENODE51UBH;VOLKSBANK UEBERHERRN EG
GENODE51ULR;Volksbank Ulrichstein
GENODE51USI;VOLKSBANK USINGER LAND EG
GENODE51WBH;VOLKSBANK UND RAIFFEISENBANK KINZIGTAL EG
GENODE51WBO;VOLKSBANK BRANDOBERNDORF EG
GENODE51WEM;VOLKSBANK UND RAIFFEISENBANK WEILMUENSTER EG
GENODE51WEN;(BANK 1SAAR EG)
GENODE51WGH;VOLKSBANK GRAEFENHAUSEN EG
GENODE51WIN;RAIFFEISENBANK WIESBADEN EG
GENODE51WNT;RAIFFEISENBANK FRAUENSTEIN EG
GENODE51WW1;WESTERWALD BANK EG
GENODE51WWI;VOLKSBANK WISSMAR
GENODE55;DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK
GENODE61ACH;VOLKSBANK ACHERN
GENODE61ALB;RAIFFEISENBANK DONNERSBERG EG
GENODE61ALR;RAIFFEISENBANK ALTSCHWEIER EG
GENODE61APP;VOLKSBANK OFFENBURG EG
GENODE61AZY;Volksbank Alzey-Worms
GENODE61BBB;BBBANK EG
GENODE61BHL;VOLKSBANK BUEHL EG
GENODE61BHT;SPAR- UND KREDITBANK BUEHLERTAL EG
GENODE61BIL;RAIFFEISENBANK SUEDLICHE WEINSTRASSE EG
GENODE61BOX;VOLKSBANK BOXBERG EG
GENODE61BSK;VOLKSBANK RHEIN-WEHRA SAECKINGEN EG
GENODE61BTT;VB Bruchsal-Bretten
GENODE61BUC;Volksbank Franken Buchen
GENODE61BUH;RAIFFEISENBANK BRUCHSAL EG
GENODE61BZA;VR BANK SUEDLICHE WEINSTRASSE-WASGAU EG
GENODE61DAC;SPAR- UND KREDITBANK DAUCHINGEN EG
GENODE61DAH;RAIFFEISEN- UND VOLKSBANK DAHN EG
GENODE61DEN;RAIFFEISENBANK DENZLINGEN-SEXAU EG
GENODE61DET;RAIFFEISENBANK HARDT-BRUHRAIN EG
GENODE61DUR;Rb Südhardt Durmersheim
GENODE61DUW;VR BANK MITTELHAARDT EG
GENODE61EDH;OBERHAARDTER RAIFFEISENBANK EG
GENODE61EGG;Spar- u Kreditbank Hardt
GENODE61EIS;RAIFFEISENBANK EISINGEN EG
GENODE61EKO;VOLKSBANK RAIFFEISENBANK EG EDENKOBEN
GENODE61ELZ;RAIFFEISENBANK EG ELZTAL
GENODE61EMM;VB Breisgau Nord
GENODE61ENG;VOLKSBANK EG
GENODE61ERS;RAIFFEISENBANK ERSINGEN EG
GENODE61ETT;VOLKSBANK ETTLINGEN EG
GENODE61FHR;RAIFFEISENBANK FRIEDELSHEIM-ROEDERSHEIM EG
GENODE61FR1;VOLKSBANK FREIBURG EG
GENODE61FSH;RAIFFEISENBANK FREINSHEIM EG
GENODE61GLM;VOLKSBANK GLAN-MUENCHWEILER EG
GENODE61GRU;VOLKSBANK GRUENSTADT EG
GENODE61GUN;RAIFFEISENBANK EG
GENODE61HAG;HAGNAUER VOLKSBANK EG
GENODE61HD1;Heidelberger Volksbank
GENODE61HD3;Volksbank Kurpfalz
GENODE61HED;RB HEDDESHEIM EG
GENODE61HXH;RAIFFEISENBANK HERXHEIM EG
GENODE61IFF;VR - BANK IN MITTELBADEN EG
GENODE61IHR;VOLKSBANK BREISGAU-MARKGRAEFLERLAND EG
GENODE61KA1;Volksbank Karlsruhe
GENODE61KA3;SPAR- UND KREDITBANK EG
GENODE61KBR;RAIFFEISENBANK KIESELBRONN EG
GENODE61KBS;VOLKSBANK STEIN EISINGEN EG
GENODE61KGR;RAIFFEISENBANK KAPPEL-GRAFENHAUESEN EG
GENODE61KIR;VOLKSBANK KRAICHGAU EG
GENODE61KL1;VOLKSBANK KAISERSLAUTERN EG
GENODE61KTH;VOLKSBANK KRAUTHEIM EG
GENODE61KZT;VB Mittlerer Schwarzwald
GENODE61LAH;Volksbank Lahr
GENODE61LAN;VR-BANK WESTPFALZ LANDSTUHL
GENODE61LBS;VEREINIGTE VR BANK KUR- UND RHEINPFALZ EG
GENODE61LEK;VOLKSBANK LAUTERECKEN EG
GENODE61LMB;VOLKSBANK LIMBACH EG
GENODE61LRO;VOLKSBANK ROT EG
GENODE61MA2;VR Bank Rhein-Neckar
GENODE61MA3;VOLKSBANK SANDHOFEN EG
GENODE61MES;VOLKSBANK MESSKIRCH EG
GENODE61MGN;RB SUEDL SCHWARZWALD EG
GENODE61MHL;VOLKSBANK MUELLHEIM EG
GENODE61MHR;VOLKSBANK EG
GENODE61MOS;Volksbank Mosbach
GENODE61NBT;RAIFFEISENBANK BAUSCHLOTT EG
GENODE61NEU;RAIFFEISENBANK NEUDENAU-STEIN HERBOLZHEIM EG
GENODE61NFO;VR BANK IM ENZKREIS EG
GENODE61NGD;Volksbank Neckartal
GENODE61OB1;VR-BANK NORDWESTPFALZ EG
GENODE61OG1;Voba i.d. Ortenau Offenburg
GENODE61ORH;VOLKSBANK BRUHRAIN-KRAICH-HARDT EG
GENODE61PFD;VOLKSBANK PFULLENDORF EG
GENODE61PS1;VR-BANK PIRMASENS
GENODE61RAD;VOLKSBANK KONSTANZ EG
GENODE61RH2;SPAR- UND KREDITBANK RHEINSTETTEN EG
GENODE61RNG;VOLKSBANK KIRNAU EG
GENODE61ROA;VR-BANK SUEDWESTPFALZ PIRMASENS-ZWEIBRUECKEN EG
GENODE61ROC;RB ROCKENHAUSEN EG
GENODE61SIN;VOLKSBANK HEGAU EG
GENODE61SOB;RB SCHEFFLENZ-SECKACH EG
GENODE61SPE;VerVR Bank Kur-u Rheinpfalz
GENODE61SPF;VR-BANK
GENODE61SSH;VOLKSBANK KRAICHGAU EG
GENODE61STF;VOLKSBANK STAUFEN EG
GENODE61STN;VOLKSBANK STEISSLINGEN EG
GENODE61SUW;VR Bank Südpfalz
GENODE61TRI;VOLKSBANK TRIBERG EG
GENODE61UBE;VOLKSBANK EG
GENODE61VOK;RAIFFEISENBANK KAISERSTUHL EG
GENODE61VS1;VOLKSBANK EG
GENODE61WGA;VB Stutensee-Weingarten
GENODE61WIB;RAIFFEISEN PRIVATBANK EG
GENODE61WIE;Volksbank Kraichgau
GENODE61WIR;VR Bank Enz plus
GENODE61WNM;Volksbank Weinheim
GENODE61WO1;VOLKSBANK WORMS-WONNEGAU EG
GENODE61WT1;VOLKSBANK HOCHRHEIN EG
GENODE61WTH;VOLKSBANK MAIN-TAUBER EG
GENODE61WUT;VOLKSBANK KLETTGAU-WUTOESCHINGEN EG
GENODE61WYH;RAIFFEISENBANK WYHL EG
GENODE6K;DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK,FRANKFURT A MAIN (FORM
GENODED1AAC;Aachener Bank
GENODED1AAS;VOLKSBANK AACHEN SUED EG
GENODED1AEG;SPAR- UND DARLEHNSKASSE AEGIDIENBERG EG
GENODED1AEZ;VOLKSBANK IM WESERTAL EG
GENODED1AHO;SPAR-UND DARLEHNSKASSE HOENGEN EG
GENODED1ALD;RAIFFEISENBANK EG
GENODED1ASN;Raiffbk Neustadt
GENODED1BBE;BANK IM BISTUM ESSEN EG
GENODED1BGL;Bensberger Bank
GENODED1BIT;VOLKSBANK EIFEL EG
GENODED1BNA;VB RheinAhrEifel
GENODED1BPU;RAIFFEISENBANK ZELLER LAND EG
GENODED1BRH;VOLKSBANK RHEIN-ERFT KOELN EG
GENODED1BRL;BRUHLER BANK EG
GENODED1BRS;Volksbank Köln Bonn
GENODED1CGN;KOELNER BANK
GENODED1CVW;VOLKSBANK IM BERGISCHEN LAND EG
GENODED1DHK;Volksbank Dünnwald-Holweide
GENODED1DKD;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK
GENODED1DLK;VOLKSBANK DINSLAKEN EG
GENODED1DNE;VOLKSBANK DUESSELDORF NEUSS EG
GENODED1DUE;Volksbank Düren
GENODED1EGY;RAIFFEISENBANK GYMNICH EG
GENODED1EHE;VOLKSBANK ERKELENZ EG
GENODED1EMR;Volksbank Emmerich-Rees
GENODED1ERE;VOLKSBANK ERFT EG
GENODED1ERF;RAIFFEISENBANK ERFTSTADT EG
GENODED1EVB;VOLKSBANK EUSKIRCHEN EG
GENODED1FFS;FFS BANK GMBH
GENODED1FHH;VB Rhein-Erft-Köln
GENODED1FIN;RAIFFEISENBANK 'NAHE' EG
GENODED1FKH;RAIFFEISENBANK FISCHENICH-KENDENICH EG
GENODED1GBM;GLADBACHER BANK AG VON 1922
GENODED1GBS;VOLKSBANK GEBHARDSHAIN EG
GENODED1GDL;VOLKSBANK AN DER NIERS EG
GENODED1GKK;VOLKSBANK GEMUEND-KALL EG
GENODED1GLK;RAIFFEISENBANK EG
GENODED1GRB;RAIFFEISENBANK GREVENBROICH
GENODED1GRO;RAIFFEISENBANK GRAFSCHAFT-WACHTBERG EG
GENODED1HAW;VOLKSBANK HAAREN EG
GENODED1HBO;VR-Bank Bonn
GENODED1HCK;VR-BANK RUR-WURM EG
GENODED1HER;VOLKSBANK HERMESKEIL
GENODED1HMB;VOLKSBANK HEIMBACH EG
GENODED1HNB;HEINSBERGER VOLKSBANK
GENODED1HRB;Volksbank Heinsberg
GENODED1HTK;Volksbank Krefeld
GENODED1HWM;VOLKSBANK HOCHWALD-SAARBURG EG
GENODED1IMM;VR-BANK RUR-WURM EG
GENODED1IRR;RAIFFEISENBANK IRREL EG
GENODED1JUK;RAIFFEISENBANK JUNKERSDORF EG
GENODED1KAA;RAIFFEISENBANK KAARST EG
GENODED1KAI;RAIFFEISENBANK EIFELTOR EG
GENODED1KBN;VOLKSBANK BRUEGGEN-NETTETAL EG, ZNDL DER VOLKSBANKKREFELD EG
GENODED1KDB;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ
GENODED1KDD;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ
GENODED1KDM;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ
GENODED1KEH;RAIFFEISENBANK KEHRIG EG
GENODED1KHK;VOLKSBANK HUNSRUECK-NAHE EG
GENODED1KHO;RAIFFEISENBANK VON 1895 EG
GENODED1KLL;VOLKSBANK KLEVERLAND EG
GENODED1KMP;VOLKSBANK KEMPEN-GREFRATH EG
GENODED1KNL;VOLKSBANK KOELN-NORD EG
GENODED1KSL;RAIFFEISENBANK KASTELLAUN EG
GENODED1LOE;RAIFFEISENBANK ERKELENZ EG
GENODED1LUH;RAIFFEISENBANK EIFELTOR EG
GENODED1MBA;VR-BANK HUNSRUECK-MOSEL EG
GENODED1MBU;Volksbank Meerbusch
GENODED1MKA;VOLKSBANK MUELHEIM-KAERLICH EG
GENODED1MLW;RAIFFEISENBANK MEHRING-LEIWEN EG
GENODED1MNH;RAIFFEISENBANK RHEIN-BERG EG
GENODED1MOK;RAIFFEISENBANK MOSELKRAMPEN EG
GENODED1MPO;VR BANK RHEIN-MOSEL EG
GENODED1MRB;VB Mönchengladbach
GENODED1MRW;RAIFFEISENBANK MITTELRHEIN EG
GENODED1MUC;RAIFFEISENBANK MUCH-RUPPICHTEROTH EG
GENODED1NBL;RAIFFEISENBANK NEUERBURG-LAND EG
GENODED1NFB;RAIFFEISENBANK EG
GENODED1NKR;VOLKSBANK SCHWALMTAL EG
GENODED1NLD;VR Bank Monheim am Rhein
GENODED1NRH;Volksbank Niederrhein
GENODED1NSS;VOLKSBANK DUESSELDORF NEUSS
GENODED1NWD;VR-Bank Neuwied-Linz
GENODED1OSE;RAIFFEISENBANK OESTLICHE SUEDEIFEL EG
GENODED1PA1;PAX-BANK EG
GENODED1PA2;PAX-BANK EG
GENODED1PA3;PAX-BANK EG
GENODED1PA4;PAX-BANK EG
GENODED1PA5;PAX-BANK EG
GENODED1PA6;PAX-BANK EG
GENODED1PA7;PAX-BANK EG, GF MHD
GENODED1PAF;VR-BANK EG BERGISCH GLADBACH-LEVERKUSEN
GENODED1PAX;PAX-BANK EG
GENODED1PRU;VOLKSBANK EIFEL MITTE EG
GENODED1RBC;Raiffbk Voreifel, Rheinbach
GENODED1RBO;VOLKSBANK RHEINBOELLEN EG
GENODED1RKI;RITTERSCHAFTLICHES KREDITINSTITUT
GENODED1RKO;VOLKSBANK BERG EG
GENODED1RLW;Volksbank Rhein-Lippe
GENODED1RSC;RAIFFEISEN-BANK ESCHWEILER EG
GENODED1RST;VR-Bank Rhein-Sieg Siegburg
GENODED1RWL;VR-BANK EG BERGISCH GLADBACH-LEVERKUSEN
GENODED1SAM;RAIFFEISENBANK SANKT AUGUSTIN EG
GENODED1SEG;RAIFFEISENBANK EG HEINSBERG
GENODED1SLE;VR-BANK NORDEIFEL EG
GENODED1SMR;RAIFFEISENBANK EG
GENODED1SPE;SPARDA-BANK WEST EG
GENODED1SPK;SPARDA-BANK WEST EG
GENODED1SPW;SPARDA-BANK WEST EG
GENODED1SRB;VOLKSBANK SAARBURG EG
GENODED1SRH;RAIFFEISENBANK STRASSENHAUS EG
GENODED1STB;STEYLER BANK
GENODED1TVB;VOLKSBANK TRIER EG
GENODED1UMO;RAIFFEISENBANK UNTERMOSEL EG
GENODED1VRR;VB Rhein-Ruhr Duisburg
GENODED1VSN;Volksbank Viersen
GENODED1WIL;Volksbank Oberberg
GENODED1WLG;RAIFFEISENBANK WELLING EG
GENODED1WND;ROSBACHER RAIFFEISENBANK EG
GENODED1WPF;VOLKSBANK WIPPERFUERTH-LINDLAR EG
GENODED1WSC;RAIFFEISENBANK WESTEIFEL EG
GENODED1WSL;RAIFFEISENBANK WESSELING EG
GENODED1WTL;VEREINIGTE VOLKSBANK RAIFFEISENBANK EG
GENODED1WUR;VR-BANK EG
GENODED1WVI;VOLKSBANK WACHTBERG EG
GENODEDD;DZ BANK AG DUESSELDORF
GENODEF1503;DZ BANK AG DEUTSCHE ZENTRAL GENOSSENSCHAFTSBANK
GENODEF1815;VOLKSBANK EG
GENODEF1AB1;RV-Bank Aschaffenburg
GENODEF1AB2;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG
GENODEF1ABS;RAIFFEISENBANK KREIS KELHEIM EG
GENODEF1ADE;VOLKSBANK EG ADELEBSEN
GENODEF1ADZ;RAIFFEISENBANK ADELZHAUSEN EG
GENODEF1AGE;RAIFFEISENBANK ANGER EG
GENODEF1AIB;RAIFFEISENBANK MANGFALLTAL EG
GENODEF1AIG;RAIFFEISENBANK AIGLSBACH EG
GENODEF1AIL;RAIFFEISENBANK AINDLING EG
GENODEF1AIT;RAIFFEISENBANK AITRANG-RUDERATSHOFEN
GENODEF1ALH;BANKVEREIN BEBRA ZW EG
GENODEF1ALK;Raiffbk Obermain Nord
GENODEF1ALX;RAIFFEISENBANK ALXING-BRUCK EG
GENODEF1ALZ;VR-Bank
GENODEF1AMV;VOLKSBANK-RAIFFEISENBANK AMBERG EG
GENODEF1ANK;VOLKSBANK VORPOMMERN EG
GENODEF1ANS;VR-Bank Mittelfranken West
GENODEF1AOE;VR MEINE RAIFFEISENBANK EG
GENODEF1APE;VOLKSBANK GEEST EG
GENODEF1ARF;RAIFFEISENBANK ARNSTORF EG
GENODEF1ARH;RAIFFEISENBANK ARESING-HOERZHAUSEN EG
GENODEF1ASG;RAIFFEISEN-VOLKSBANK EBERSBERG EG
GENODEF1AST;VOLKSBANK EG AHLERSTEDT
GENODEF1ASU;RAIFFEISENBANK ASCHAU-SAMERBERG EG
GENODEF1ATE;VR-BANK SCHWEINFURT EG
GENODEF1AUB;VR Bank Augsburg-Ostallgäu
GENODEF1AUO;RAIFFEISENBANK AUERBACH-FREIHUNG EG
GENODEF1AUS;RAIFFEISENBANK SONNENWALD EG
GENODEF1AZR;RAIFFEISENBANK AUMA-ZEULENRODA EG
GENODEF1BA2;VR Bank Bamberg -alt-
GENODEF1BAG;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG
GENODEF1BAM;VOLKSBANK BAKUM EG
GENODEF1BAR;VOLKSBANK RAIFFEISENBANK EG
GENODEF1BBG;VOLKSBANK BERNBURG EG
GENODEF1BBH;VOLKSBANK OBERGRAFSCHAFT EG
GENODEF1BBR;VR BANK IN HOLSTEIN EG
GENODEF1BBT;RAIFFEISENBANK MITTELSCHWABEN EG
GENODEF1BCH;RAIFFEISENBANK BUECHEN EG
GENODEF1BCK;VOLKSBANK IN SCHAUMBURG EG
GENODEF1BDS;VR Bank Nord
GENODEF1BEB;BANKVEREIN BEBRA EG
GENODEF1BEH;RAIFFEISENBANK BECHHOFEN EG
GENODEF1BEV;VOLKSBANK EG BREMERHAVEN-CUXLAND
GENODEF1BFS;BANK FUER SCHIFFAHRT
GENODEF1BGB;RAIFFEISENBANK BURGEBRACH-STEGAURACH EG
GENODEF1BGL;VOLKSBANK RAIFFEISENBANK OBERBAYERN SUEDOST EG
GENODEF1BGO;RAIFFEISENBANK BERG-BAD STEBEN EG
GENODEF1BHD;RAIFFEISENBANK BUETTHARD-GAUKOENIGSHOFEN EG
GENODEF1BHN;RAIFFEISENBANK BURGHAUN EG
GENODEF1BIB;RAIFFEISENBANK NORDSPESSART EG
GENODEF1BIN;RAIFFEISENBANK BIDINGEN EG
GENODEF1BIR;VR BANK FULDA EG
GENODEF1BKO;RAIFFEISENBANK BRUCHKOEBEL EG
GENODEF1BKW;RAIFFEISEN-VOLKSBANK ODER-SPREE EG
GENODEF1BLF;VR BANK MITTLERE OBERPFALZ
GENODEF1BLG;VOLKSBANK BRAUNLAGE EG
GENODEF1BLN;RAIFFEISENBANK BEILNGRIES EG
GENODEF1BLO;RAIFFEISENBANK PFAFFENHAUSEN EG
GENODEF1BLT;RAIFFEISENBANK SCHWABEN MITTE
GENODEF1BNT;VOLKSBANK DIEPHOLZ-BARNSTORF EG
GENODEF1BOA;VR BANK LEIPZIGER LAND EG
GENODEF1BOG;VOLKSBANK NORDHUEMMLING EG
GENODEF1BOH;VOLKSBANK BOERSSUM-HORNBURG EG
GENODEF1BOI;Raiffeisenbank Bobingen
GENODEF1BOO;RAIFFEISENBANK EG KLEIN KUMMERFELD
GENODEF1BOR;RAIFFEISENBANK EG BORKEN
GENODEF1BOW;VOLKSBANK BORTFELD
GENODEF1BPL;Raiffeisenbank Plankstetten
GENODEF1BRB;BRANDENBURGER BANK VOLKSBANK RAIFFEISEN BANK EG
GENODEF1BRG;VOLKSBANK JERICHOWER LAND EG
GENODEF1BRK;VR-Bank Bad Kissingen
GENODEF1BRN;RAIFFEISENBANK WESERMARSCH-SUED EG
GENODEF1BRV;VOLKSBANK GEESTE-NORD EG
GENODEF1BSB;BANK FUER SCHIFFAHRT EG
GENODEF1BSD;BANK FUER SCHIFFAHRT EG
GENODEF1BSI;RAIFFEISENBANK BISSINGEN EG
GENODEF1BSL;VOLKSBANK BOESEL EG
GENODEF1BST;VEREINIGTE RAIFFEISENBANK BURGSTAEDT EG
GENODEF1BT1;VOLKSBANK-RAIFFEISENBANK BAYREUTH EG
GENODEF1BTA;RAIFFEISENBANK EG
GENODEF1BTO;RAIFFEISENBANK OBERFERRIEDEN-BURGTHANN EG
GENODEF1BUK;RAIFFEISENBANK BRUCK EG
GENODEF1BUM;RAIFFEISENBANK BUTTENHEIM EG
GENODEF1BUR;RAIFFEISENBANK LANGENSCHWARZ -ALT-
GENODEF1BUT;RAIFFEISENBANK BUTJADINGEN-ABBEHAUSEN EG
GENODEF1BVB;BVB VOLKSBANK NDL D FRANKFURTER VOLKSBANK
GENODEF1BVO;VOLKSBANK EG OSTERHOLZ-SCHARMBECK
GENODEF1BWI;RAIFFEISENBANK UNTERES ZUSAMTAL EG
GENODEF1BZS;RAIFFEISENBANK THANNHAUSEN EG
GENODEF1BZV;VOLKSBANK BAUTZEN EG
GENODEF1CAL;RAIFFEISENBANK EG CALDEN
GENODEF1CH1;Volksbank Chemnitz
GENODEF1CHA;RAIFFEISENBANK CHAMER LAND EG
GENODEF1CLP;VR-BANK IN SUEDOLDENBURG EG
GENODEF1CLZ;VOLKSBANK CLENZE-HITZACKER EG
GENODEF1COP;VOLKSBANK IM WESERTAL EG
GENODEF1COS;VR-BANK COBURG EG
GENODEF1DAB;VOLKSBANK BLECKEDE-DAHLENBURG EG
GENODEF1DAM;VOLKSBANK DAMMER BERGE EG
GENODEF1DBR;RAIFFEISENBANK BAD DOBERAN EG
GENODEF1DCA;VB Raiffbk Dachau
GENODEF1DEG;RAIFFEISENBANK DEGGENDORF-PLATTLING-SONNENWALD
GENODEF1DES;VOLKS- UND RAIFFEISENBANK LEINEBERGLAND
GENODEF1DFK;RAIFFEISENBANK ASCHBERG EG
GENODEF1DGF;VOLKSBANK-RAIFFEISENBANK DINGOLFING EG
GENODEF1DGV;VR GenoBank DonauWald
GENODEF1DIB;RAIFFEISENBANK BAUMGARTEN-NOEHAM EG
GENODEF1DIH;RAIFFEISENBANK DIETENHOFEN EG
GENODEF1DIK;VR BANK DINKLAGE-STEINFELD EG
GENODEF1DIM;RAIFFEISENBANK DIETERSHEIM UND UMGEBUNG EG
GENODEF1DKV;VR-BANK FEUCHTWANGEN-DINKELSBUEHL EG
GENODEF1DL1;VR-BANK MITTELSACHSEN EG
GENODEF1DLG;RAIFFEISEN-VOLKSBANK DILLINGEN EG
GENODEF1DM1;VOLKSBANK DEMMIN EG
GENODEF1DON;RAIFFEISEN-VOLKSBANK DONAUWOERTH EG
GENODEF1DRA;VR-BANK IN SUEDNIEDERSACHSEN EG
GENODEF1DRO;VOLKSBANK KEHDINGEN EG
GENODEF1DRP;EMSLAENDISCHE VOLKSBANK EG MEPPEN
GENODEF1DRS;VB Dresden-Bautzen
GENODEF1DS1;VOLKSBANK DESSAU-ANHALT EG
GENODEF1DSB;RAIFFEISENBANK UEHLFELD-DACHSBACH EG
GENODEF1DSS;VR-Bank Landsberg-Ammersee
GENODEF1DST;RAIFFEISENBANK OBERPFALZ SUED EG
GENODEF1DTA;Raiffbk im Allg Land
GENODEF1DTL;VOLKSBANK WILDESHAUSER GEEST EG
GENODEF1DTT;RAIFFEISEN-VOLKSBANK EG
GENODEF1DTZ;RAIFFEISENBANK TOELZER LAND EG
GENODEF1DUD;VR-BANK MITTE EG
GENODEF1DVR;DITHMARSCHER VOLKS- UND RAIFFEISENBANK EG
GENODEF1DZ1;VOLKSBANK DELITZSCH EG
GENODEF1EAU;RAIFFEISENBANK ELSAVATAL EG
GENODEF1EBG;VOLKSBANK MITTELHESSEN EG
GENODEF1EBR;RAIFFEISENBANK-VOLKSBANK EBERN EG
GENODEF1EBV;RAIFFEISENBANK BUCH-ECHING EG
GENODEF1EDE;Volksbank Oldenburg
GENODEF1EDF;RAIFFEISENBANK SULZBACH-ROSENBERG EG SITZ SULZBACH-ROSENBERG
GENODEF1EDR;RAIFFEISENBANK ERDING EG
GENODEF1EDV;VR-BANK ERDING EG
GENODEF1EF2;ERFURTER BANK EG RAIFFEISENBANK
GENODEF1EFD;RAIFFEISENBANK ESTENFELD-BERGTHEIM EG SITZ ESTENFELD
GENODEF1EFO;ECKERNFOERDER BANK EG VOLKSBANK RAIFFEISENBANK
GENODEF1EGB;RAIFFEISENBANK BAISWEIL-EGGENTHAL-FRIESENRIED
GENODEF1EGR;ROTTALER VOLKSBANK-RAIFFEISENBANK EG
GENODEF1EIL;VOLKS- UND RAIFFEISENBANK EISLEBEN EG
GENODEF1EIN;VOLKSBANK EINBECK EG
GENODEF1EIR;RAIFFEISENBANK EICHSTAETT EG
GENODEF1EK1;EVANGELISCHE BANK EG
GENODEF1ELB;RAIFFEISENBANK NORDKREIS LANDSBERG EG
GENODEF1ELM;VR BANK IN HOLSTEIN EG
GENODEF1EMK;VOLKSBANK EMSTEK EG
GENODEF1ENA;Raiffeisenbank Essenbach
GENODEF1ENB;RAIFFEISENBANK EICHENBUEHL UND UMGEBUNG EG
GENODEF1ER1;VR-BANK ERLANGEN-HOECHSTADT-HERZOGENAURACH EG
GENODEF1ERG;RAIFFEISENBANK ALTDORF - ERGOLDING EG SITZ:ERGOLDING
GENODEF1ERN;RAIFFEISENBANK FRAENKISCHES WEINLAND EG
GENODEF1ESA;VR-Bank Eisenach-Ronshausen
GENODEF1ESE;VOLKSBANK ESENS EG
GENODEF1ESN;Volksbank Eisenberg
GENODEF1ESO;VOLKSBANK ESSEN-CAPPELN EG
GENODEF1ESW;VR-BANK MITTE EG
GENODEF1ETB;RAIFFEISENBANK EMTMANNSBERG EG
GENODEF1ETK;EthikBank Zndl Vb Eisenberg
GENODEF1EUB;Volksbank Uelzen-Salzwedel
GENODEF1EUR;RAIFFEISENBANK BEUERBERG-EURASBURG EG
GENODEF1EUT;VOLKSBANK EUTIN RAIFFEISENBANK EG
GENODEF1EW1;VOLKSBANK EBERSWALDE EG
GENODEF1EWG;VOLKSBANK ESTERWEGEN EG
GENODEF1FBK;FRANKENBERGER BANK, RAIFFEISENBANK EG
GENODEF1FCH;RAIFFEISENBANK FUCHSTAL-DENKLINGEN EG
GENODEF1FEC;Raiffbk Altdorf-Feucht
GENODEF1FEH;VOLKSBANK OSTHOLSTEIN NORD EG
GENODEF1FEW;VR-BANK FEUCHTWANGEN-DINKELSBUEHL EG
GENODEF1FFB;VOLKSBANK RAIFFEISENBANK FUERSTENFELDBRUCK EG
GENODEF1FKS;RAIFFEISENBANK FALKENSTEIN-WOERTH EG
GENODEF1FLN;RAIFFEISENBANK IM FULDAER LAND EG
GENODEF1FLO;VOLKSBANK MITTLERES ERZGEBIRGE EG
GENODEF1FLS;RAIFFEISENBANK FLOSS EG
GENODEF1FOH;VR BANK BAMBERG-FORCHHEIM EG VOLKS-RAIFFEISENBANK
GENODEF1FOK;RAIFFEISENBANK OBERES KESSELTAL EG
GENODEF1FOR;VOLKSBANK-RAIFFEISENBANK FORST EG
GENODEF1FOY;SPAR- UND DARLEHNSKASSE EG
GENODEF1FRB;VOLKSBANK EG
GENODEF1FRD;RAIFFEISENBANK HIRSCHAU EG
GENODEF1FSR;FREISINGER BANK EG VOLKSBANK-RAIFFEISENBANK
GENODEF1FUE;RAIFFEISEN-VOLKSBANK FUERTH EG
GENODEF1FW1;VR Bank Fürstenwalde
GENODEF1FWA;VR BANK LAUSITZ EG
GENODEF1FWH;RAIFFEISENBANK FRANKENWINHEIM UND UMGEBUNG EG
GENODEF1FYS;RAIFFEISEN - MEINE BANK EG
GENODEF1GA1;VOLKSBANK EG GARDELEGEN
GENODEF1GAA;RAIFFEISENBANK MUENCHEN-SUED EG-GAA
GENODEF1GAH;RAIFFEISENBANK IM DONAUTAL EG
GENODEF1GAP;VR-BANK WERDENFELS EG
GENODEF1GBF;Vereinigte Raiffeisenbanken
GENODEF1GBH;VOLKSBANK BOOKHOLZBERG-LEMWERDER EG
GENODEF1GC1;VOLKSBANK-RAIFFEISENBANK GLAUCHAU EG
GENODEF1GDB;RAIFFEISEN-VOLKSBANK EG GADEBUSCH
GENODEF1GDG;RAIFFEISENBANK GREDING-THALMAESSING EG
GENODEF1GEM;Raiffbk Main-Spessart
GENODEF1GEV;GERAER BANK EG
GENODEF1GEZ;VOLKSBANK VOGTLAND EG
GENODEF1GFS;RAIFFEISENBANK GEFREES EG
GENODEF1GFV;VOLKSBANK GIFHORN EG
GENODEF1GIL;RAIFFEISENBANK GILCHING EG
GENODEF1GKT;RAIFFEISENBANK TATTENHAUSEN-GROSSKAROLINENFEL
GENODEF1GLE;RAIFFEISENBANK GARTETAL EG
GENODEF1GLU;RAIFFEISENBANK IM FULDAER LAND EG
GENODEF1GMD;SPAR- UND KREDIT-BANK EG
GENODEF1GMR;Raiffeisenbank Grimma
GENODEF1GMU;RAIFFEISENBANK GMUND AM TEGERNSEE EG
